,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,relation,standard_units,standard_value,target_chembl_id,target_organism,type,units,value
138,334963,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL323303,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki,nM,1300.0
139,340220,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL321330,=,nM,7500.0,CHEMBL251,Homo sapiens,Ki,nM,7500.0
140,341399,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL97337,=,nM,420.0,CHEMBL251,Homo sapiens,Ki,nM,420.0
141,341402,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97337,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
142,342506,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97037,=,nM,2000.0,CHEMBL251,Homo sapiens,Ki,nM,2000.0
143,342512,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL97895,=,nM,1500.0,CHEMBL251,Homo sapiens,Ki,nM,1500.0
144,343684,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL316630,=,nM,460.0,CHEMBL251,Homo sapiens,Ki,nM,460.0
145,343687,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL316630,=,nM,640.0,CHEMBL251,Homo sapiens,Ki,nM,640.0
146,345142,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL95384,=,nM,470.0,CHEMBL251,Homo sapiens,Ki,nM,470.0
147,345145,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL95384,=,nM,40.0,CHEMBL251,Homo sapiens,Ki,nM,40.0
148,345148,CHEMBL639492,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,CHEMBL102430,=,nM,5900.0,CHEMBL251,Homo sapiens,Ki,nM,5900.0
149,345151,CHEMBL642332,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,CHEMBL102430,=,nM,9000.0,CHEMBL251,Homo sapiens,Ki,nM,9000.0
150,350104,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100832,=,nM,28900.0,CHEMBL251,Homo sapiens,Ki,uM,28.9
151,351766,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL200732,=,nM,223.0,CHEMBL251,Homo sapiens,Ki,nM,223.0
152,354434,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101391,=,nM,4500.0,CHEMBL251,Homo sapiens,Ki,uM,4.5
153,355887,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL328812,=,nM,46000.0,CHEMBL251,Homo sapiens,Ki,uM,46.0
154,355890,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL323074,=,nM,21700.0,CHEMBL251,Homo sapiens,Ki,uM,21.7
155,357343,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL113,=,nM,48000.0,CHEMBL251,Homo sapiens,Ki,uM,48.0
156,358759,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL319555,=,nM,8400.0,CHEMBL251,Homo sapiens,Ki,uM,8.4
157,359031,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL203357,=,nM,158.0,CHEMBL251,Homo sapiens,Ki,nM,158.0
158,361312,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL319534,=,nM,49000.0,CHEMBL251,Homo sapiens,Ki,uM,49.0
159,365765,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101554,=,nM,22900.0,CHEMBL251,Homo sapiens,Ki,uM,22.9
160,366158,CHEMBL644662,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,CHEMBL431733,=,nM,5360.0,CHEMBL251,Homo sapiens,Ki,nM,5360.0
161,370041,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL190,=,nM,25000.0,CHEMBL251,Homo sapiens,Ki,uM,25.0
162,370044,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100810,=,nM,52800.0,CHEMBL251,Homo sapiens,Ki,uM,52.8
163,377047,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100347,=,nM,13000.0,CHEMBL251,Homo sapiens,Ki,uM,13.0
164,377050,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100440,=,nM,13500.0,CHEMBL251,Homo sapiens,Ki,uM,13.5
165,382679,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100909,=,nM,292000.0,CHEMBL251,Homo sapiens,Ki,uM,292.0
166,382682,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100389,=,nM,250000.0,CHEMBL251,Homo sapiens,Ki,uM,250.0
167,384069,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL183,=,nM,340.0,CHEMBL251,Homo sapiens,Ki,uM,0.34
168,387525,CHEMBL642228,Percent displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells at 10 uM,B,CHEMBL201706,=,nM,20.0,CHEMBL251,Homo sapiens,Ki,nM,20.0
169,388766,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL101525,=,nM,58000.0,CHEMBL251,Homo sapiens,Ki,uM,58.0
170,388769,CHEMBL639494,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,CHEMBL100346,=,nM,10000.0,CHEMBL251,Homo sapiens,Ki,uM,10.0
171,391068,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131457,=,nM,0.16,CHEMBL251,Homo sapiens,Ki,nM,0.16
172,392420,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131242,=,nM,0.08,CHEMBL251,Homo sapiens,Ki,nM,0.08
173,393580,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL435188,=,nM,6.2,CHEMBL251,Homo sapiens,Ki,nM,6.2
174,395584,CHEMBL642333,Inhibition of stimulation by 5'-(N-ethylcarbamoyl) adenosine of adenyl cyclase via A2 adenosine receptor in human platelet membranes,B,CHEMBL158507,=,nM,2100.0,CHEMBL251,Homo sapiens,Ki,uM,2.1
175,397472,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL339522,=,nM,39.0,CHEMBL251,Homo sapiens,Ki,nM,39.0
176,402704,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL128176,=,nM,5.1,CHEMBL251,Homo sapiens,Ki,nM,5.1
177,402706,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131175,=,nM,36.0,CHEMBL251,Homo sapiens,Ki,nM,36.0
178,404091,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL334336,=,nM,0.8,CHEMBL251,Homo sapiens,Ki,nM,0.8
179,406716,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131535,=,nM,1.8,CHEMBL251,Homo sapiens,Ki,nM,1.8
180,406718,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL337080,=,nM,0.05,CHEMBL251,Homo sapiens,Ki,nM,0.05
181,409197,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131280,=,nM,171.0,CHEMBL251,Homo sapiens,Ki,nM,171.0
182,413968,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL464859,=,nM,1.0,CHEMBL251,Homo sapiens,Ki,nM,1.0
183,416479,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL340674,=,nM,2.2,CHEMBL251,Homo sapiens,Ki,nM,2.2
184,416481,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL336608,=,nM,0.03,CHEMBL251,Homo sapiens,Ki,nM,0.03
185,418829,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL131534,=,nM,85.0,CHEMBL251,Homo sapiens,Ki,nM,85.0
186,426672,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL284969,=,nM,17.0,CHEMBL251,Homo sapiens,Ki,nM,17.0
187,426674,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL446616,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
188,427922,CHEMBL640526,In vitro inhibition of human neutrophil activation via Adenosine A2A receptor.,B,CHEMBL130830,=,nM,0.1,CHEMBL251,Homo sapiens,Ki,nM,0.1
189,474350,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113451,=,nM,88.0,CHEMBL251,Homo sapiens,Ki,nM,88.0
190,476565,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416537,=,nM,14.6,CHEMBL251,Homo sapiens,Ki,nM,14.6
191,477802,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL416354,=,nM,18.7,CHEMBL251,Homo sapiens,Ki,nM,18.7
192,477805,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL273578,=,nM,85.8,CHEMBL251,Homo sapiens,Ki,nM,85.8
193,481714,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113454,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
194,485289,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113446,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
195,487695,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113445,=,nM,45.0,CHEMBL251,Homo sapiens,Ki,nM,45.0
196,488789,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL284969,=,nM,639.0,CHEMBL251,Homo sapiens,Ki,nM,639.0
197,491184,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113460,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
198,492381,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113464,=,nM,720.0,CHEMBL251,Homo sapiens,Ki,nM,720.0
199,493538,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274267,=,nM,1370.0,CHEMBL251,Homo sapiens,Ki,nM,1370.0
200,493541,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL279870,=,nM,66.0,CHEMBL251,Homo sapiens,Ki,nM,66.0
201,495772,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113461,=,nM,24.3,CHEMBL251,Homo sapiens,Ki,nM,24.3
202,495776,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113456,=,nM,980.0,CHEMBL251,Homo sapiens,Ki,nM,980.0
203,496839,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113452,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
204,497946,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL278197,=,nM,49.0,CHEMBL251,Homo sapiens,Ki,nM,49.0
205,504232,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113444,=,nM,19.0,CHEMBL251,Homo sapiens,Ki,nM,19.0
206,505512,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL464859,=,nM,60.0,CHEMBL251,Homo sapiens,Ki,nM,60.0
207,506589,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL274274,=,nM,6.5,CHEMBL251,Homo sapiens,Ki,nM,6.5
208,506592,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16643,=,nM,72.0,CHEMBL251,Homo sapiens,Ki,nM,72.0
209,507925,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113458,=,nM,125.0,CHEMBL251,Homo sapiens,Ki,nM,125.0
210,509130,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113463,=,nM,180.0,CHEMBL251,Homo sapiens,Ki,nM,180.0
211,510330,CHEMBL642124,Binding affinity towards Adenosine A2A receptor of bovine striatal membrane using [3H]-CGS- at 20 uM,B,CHEMBL16416,=,nM,376.0,CHEMBL251,Homo sapiens,Ki,nM,376.0
212,510394,CHEMBL642230,Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385,B,CHEMBL2113453,=,nM,1000.0,CHEMBL251,Homo sapiens,Ki,nM,1000.0
213,511447,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113455,=,nM,25.0,CHEMBL251,Homo sapiens,Ki,nM,25.0
214,511451,CHEMBL642231,Tested for binding affinity towards human adenosine A2A receptor using [3H]ZM-241385 as radioligand,B,CHEMBL2113457,=,nM,210.0,CHEMBL251,Homo sapiens,Ki,nM,210.0
215,523433,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL2094089,=,nM,38.1,CHEMBL251,Homo sapiens,Ki,nM,38.1
216,523434,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL2094089,=,nM,18.9,CHEMBL251,Homo sapiens,Ki,nM,18.9
217,523435,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL2094089,=,nM,35.9,CHEMBL251,Homo sapiens,Ki,nM,35.9
218,523436,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL16687,=,nM,0.142,CHEMBL251,Homo sapiens,Ki,nM,0.142
219,523437,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL16687,=,nM,0.842,CHEMBL251,Homo sapiens,Ki,nM,0.842
220,523438,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL16687,=,nM,0.457,CHEMBL251,Homo sapiens,Ki,nM,0.457
221,523439,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL273094,=,nM,7.89,CHEMBL251,Homo sapiens,Ki,nM,7.89
222,523440,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL273094,=,nM,45.6,CHEMBL251,Homo sapiens,Ki,nM,45.6
223,523441,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL273094,=,nM,15.6,CHEMBL251,Homo sapiens,Ki,nM,15.6
224,523442,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL945,=,nM,12000.0,CHEMBL251,Homo sapiens,Ki,nM,12000.0
225,523443,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL945,=,nM,11600.0,CHEMBL251,Homo sapiens,Ki,nM,11600.0
226,523444,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL945,=,nM,3280.0,CHEMBL251,Homo sapiens,Ki,nM,3280.0
227,524826,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL193,=,nM,244000.0,CHEMBL251,Homo sapiens,Ki,nM,244000.0
228,524827,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL193,=,nM,22200.0,CHEMBL251,Homo sapiens,Ki,nM,22200.0
229,524828,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL193,=,nM,22200.0,CHEMBL251,Homo sapiens,Ki,nM,22200.0
230,531498,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL183,=,nM,226.0,CHEMBL251,Homo sapiens,Ki,nM,226.0
231,531499,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL183,=,nM,788.0,CHEMBL251,Homo sapiens,Ki,nM,788.0
232,531500,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL183,=,nM,291.0,CHEMBL251,Homo sapiens,Ki,nM,291.0
233,542057,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL309490,=,nM,16700.0,CHEMBL251,Homo sapiens,Ki,nM,16700.0
234,542058,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL309490,=,nM,18100.0,CHEMBL251,Homo sapiens,Ki,nM,18100.0
235,542059,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL309490,=,nM,33000.0,CHEMBL251,Homo sapiens,Ki,nM,33000.0
236,543391,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL119709,=,nM,370.0,CHEMBL251,Homo sapiens,Ki,nM,370.0
237,543392,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL119709,=,nM,143.0,CHEMBL251,Homo sapiens,Ki,nM,143.0
238,543393,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL119709,=,nM,32.0,CHEMBL251,Homo sapiens,Ki,nM,32.0
239,550773,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL464859,=,nM,21.6,CHEMBL251,Homo sapiens,Ki,nM,21.6
240,550774,CHEMBL644659,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,CHEMBL464859,=,nM,21.5,CHEMBL251,Homo sapiens,Ki,nM,21.5
241,550775,CHEMBL644658,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (H250N) using [3H]-CGS-21,680 as radioligand expressed in COS-7 cells",B,CHEMBL464859,=,nM,5.24,CHEMBL251,Homo sapiens,Ki,nM,5.24
242,550776,CHEMBL644660,Binding affinity for HA-tagged wild type human Adenosine A2A receptor (WT) using [3H]CGS-21680 as radioligand expressed in COS-7 cells,B,CHEMBL87496,=,nM,106000.0,CHEMBL251,Homo sapiens,Ki,nM,106000.0
